path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
SASRec_Industrial_and_Scientific	0.0615	0.0777	0.0887	0.1052	0.1275	0.1714	0.0615	0.0706	0.0752	0.0805	0.0861	0.0948
