path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Caser_Office_Products	0.0440	0.0736	0.0884	0.1139	0.1496	0.2063	0.0440	0.0616	0.0677	0.0759	0.0849	0.0961
