path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
SASRec_Toys_and_Games	0.0320	0.0540	0.0660	0.0849	0.1044	0.1398	0.0320	0.0447	0.0496	0.0557	0.0606	0.0676
