path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
GRU_Office_Products	0.0251	0.0497	0.0645	0.0949	0.1256	0.1856	0.0251	0.0392	0.0453	0.0551	0.0629	0.0748
