path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
GRU_Industrial_and_Scientific	0.0450	0.0682	0.0845	0.1041	0.1330	0.1877	0.0450	0.0582	0.0649	0.0713	0.0786	0.0894
