path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
SASRec_Office_Products	0.0606	0.0902	0.0995	0.1212	0.1469	0.1958	0.0606	0.0781	0.0819	0.0890	0.0954	0.1051
