path	HR@1	HR@3	HR@5	HR@10	HR@20	HR@50	NDCG@1	NDCG@3	NDCG@5	NDCG@10	NDCG@20	NDCG@50
Caser_Industrial_and_Scientific	0.0463	0.0629	0.0754	0.0920	0.1180	0.1756	0.0463	0.0559	0.0611	0.0663	0.0729	0.0843
